instant,season_1,season_2,season_3,season_4,mnth_1,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12,weathersit_1,weathersit_2,weathersit_3,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,temp,atemp,hum,windspeed,holiday,workingday,yr,cnt
279,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.5420769594807265,0.5268331472891987,0.6383886889460153,0.23205310229650772,0,1,0,4765
280,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.5628436136121393,0.5583088220623491,0.7035136246786632,0.0,0,1,0,4985
281,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.5763433094515564,0.5699098902322104,0.7210796915167095,0.04744147922171441,0,0,0,5409
282,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.6002250863075902,0.5840089028156547,0.7480719794344473,0.08464384514194101,0,0,0,5511
283,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.6376065590030412,0.6088728350710871,0.7544987146529563,0.0410506661597996,1,0,0,5117
284,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.6324155184947329,0.6130352006703891,0.8316195372750642,0.24872693973030358,0,1,0,4563
285,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.6033402090322111,0.5757839318773936,0.9318766066838046,0.46541261047602694,0,1,0,2416
286,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.660451623016321,0.6205277212761332,0.9220226221079691,0.2461396912165284,0,1,0,2913
287,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.6126855772060739,0.5914804212613268,0.7365038560411311,0.41538491351683765,0,1,0,3644
288,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.557652573103831,0.5508543678717356,0.49700051413881746,0.48589001245796243,0,0,0,5217
289,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.5638828185530728,0.5566680283067114,0.5004287917737789,0.5346127466209607,0,0,0,5041
290,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.5919189230746611,0.5666059879258581,0.595972236503856,0.3153913661764776,0,1,0,4570
291,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.5898417592418838,0.5823523574399627,0.7215084832904884,0.18078847377694782,0,1,0,4748
292,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.6013540067829929,0.5707053470449436,0.920531619537275,0.45549448091445527,0,1,0,2424
293,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.5192318954674466,0.5085875207265068,0.6542416452442159,0.824380457058581,0,1,0,4195
294,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.4590066048078057,0.45223741261788786,0.5904030848329048,0.4102578321991015,0,1,0,4304
295,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.4527763593585638,0.4547261685864391,0.6469583547557841,0.14487560900840762,0,0,0,4308
296,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.45173840046672015,0.45057955460719135,0.762210796915167,0.15898858580171618,0,0,0,4381
297,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.5036562818443421,0.4961726188538491,0.7939156812339331,0.1987342891653248,0,1,0,4187
298,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.5140408549591383,0.5044527204622996,0.6405316195372751,0.2974125659464908,0,1,0,4687
299,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.5296164685822429,0.5168846865900159,0.7407886889460154,0.2602716342937626,0,1,0,3894
300,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.5119636911263611,0.4961450535187545,0.8359043701799486,0.3615371595887038,0,1,0,2659
301,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.3385547774394339,0.3146942663052895,0.602398971722365,0.42692136186989416,0,1,0,3747
302,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.24302517791711936,0.1953770570303156,0.9074550128534703,0.6782081314643847,0,0,0,627
303,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.324018368757263,0.3179981686116417,0.6413881748071979,0.31794356829604226,0,0,0,3331
304,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.3499773094460739,0.36359123285829953,0.7232215938303341,0.17308445170843956,0,1,0,3669
305,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.42577821372881935,0.41744208391833104,0.7030848329048842,0.2333250802510889,0,1,0,4068
306,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.3967041503153875,0.40831270746196247,0.7390745501285346,0.12307469025687562,0,1,0,4186
307,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.43512358190268213,0.42903658891316976,0.7219362467866324,0.2358937747914585,0,1,0,3974
308,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.42889333645344024,0.42571693498676344,0.6401028277634961,0.5141250368760222,0,1,0,4046
309,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.33336373693112564,0.32131257199803,0.5338478149100258,0.3435995904107293,0,0,0,3926
310,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.3603606365117803,0.3718542702116913,0.7553552699228792,0.14361290804052929,0,0,0,3649
311,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.4185100093877339,0.4224077821403931,0.7802056555269923,0.07181068020309592,0,1,0,4035
312,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.43512358190268213,0.4373390053166969,0.7420740359897172,0.0961627702978923,0,1,0,4205
313,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.4247402548369757,0.43318189025741294,0.7797768637532133,0.08205824587024632,0,1,0,4109
314,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.3998192730400084,0.3867697417679409,0.8363321336760925,0.34360989817373244,0,1,0,2933
315,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.33024861420650475,0.2989492094261895,0.4588688946015424,0.6025573972321183,1,0,0,3368
316,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.3707452096265766,0.3660576740317742,0.5685521850899743,0.391015300224936,0,0,0,4067
317,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.4756201773227539,0.46136547643925174,0.47129357326478144,0.5346209928313632,0,0,0,3717
318,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.5867266365172629,0.5848345502334915,0.6036843187660669,0.5859021137717281,0,1,0,4486
319,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.5867266365172629,0.562476438201669,0.7082262210796915,0.36539226295185884,0,1,0,4195
320,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.4953501186114129,0.48950574566594174,0.9562982005141388,0.2359185134226659,0,1,0,1817
321,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.3520544732788511,0.320481674040175,0.5921161953727506,0.5833581578625658,0,1,0,3053
322,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.2679461597140866,0.2541936063124092,0.4215938303341902,0.3012779770726489,0,1,0,3392
323,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.33647885965574653,0.3221382194158669,0.5162807197943444,0.4166486452610163,0,0,0,3663
324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.5036562818443421,0.49616080513880856,0.7039413881748071,0.3371840387176071,0,0,0,3520
325,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.4839275866047729,0.4804144356247041,0.9357326478149101,0.23844391535842258,0,1,0,2765
326,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.44550815501747837,0.4497434061093184,0.9897172236503856,0.1987342891653248,0,1,0,1607
327,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.4756201773227539,0.4613484121841932,0.7793491002570693,0.6461592347351823,0,1,0,2566
328,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.39151186375798935,0.3851289480123031,0.5646961439588688,0.29874432892648983,1,0,0,1495
329,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.3935890275907666,0.39589255504928683,0.6619537275064268,0.15771722631291524,0,1,0,2792
330,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.39462698648261024,0.401689151229204,0.7009429305912597,0.09489141080909136,0,0,0,3068
331,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.4984652413360338,0.4945095103031347,0.7180802056555269,0.38460799474221624,0,0,0,3071
332,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.5536789225563046,0.5395617689279343,0.7640544987146529,0.2468303113377353,0,1,0,3867
333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.49742603639510025,0.48870110040817705,0.8543269922879178,0.48590856643136787,0,1,0,2914
334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.33128657309834847,0.3047300539860525,0.6306766066838047,0.5128448127110387,0,1,0,3613
335,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.3157109594752439,0.29729135141549307,0.5394169665809768,0.40770563007953675,0,1,0,3727
336,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.31778812330802114,0.3312610326972129,0.6435300771208226,0.161548003355383,0,1,0,3940
337,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.2990973869602957,0.3039201581882697,0.6302488431876607,0.1513006438434927,0,0,0,3614
338,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.3385547774394339,0.3544513553218949,0.7977717223650385,0.12692278434118864,0,0,0,3485
339,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.4070874773810939,0.4132902193990653,0.8504709511568123,0.08208401527775402,0,1,0,3811
340,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.5026183229524984,0.49529709130584076,0.9764349614395886,0.4333204211422115,0,1,0,2594
341,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.43720074573545925,0.4215873852625742,0.9978580976863752,0.5025720961021607,0,1,0,705
342,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.2575615865992903,0.23347628803622456,0.5964010282776349,0.4487305268318286,0,1,0,3322
343,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.2887128138454994,0.31302721984956156,0.7155095115681234,0.12436316063226166,0,1,0,3620
344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.2689841186059303,0.24591219206895426,0.5218508997429305,0.4346356917014056,0,0,0,3190
345,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.20148937755611396,0.22850927717915787,0.5038560411311054,0.09101754731727066,0,0,0,2743
346,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.2232952366284603,0.25087920292602095,0.6898025706940873,0.08464384514194101,0,1,0,3310
347,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.27832948677979297,0.291494755235576,0.6066838046272492,0.24358955064956433,0,1,0,3523
348,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.32194120492448575,0.3403562806434642,0.6825192802056554,0.07950707452698191,0,1,0,3740
349,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.4527763593585638,0.43732719160165623,0.6520997429305913,0.506421014807514,0,1,0,3709
350,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.3935890275907666,0.36852936574526696,0.5145676092544987,0.49102740153870167,0,1,0,3577
351,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.24821621842542757,0.22354357895709576,0.5766920308483291,0.455139893867149,0,0,0,2739
352,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.2232952366284603,0.21856606701999298,0.602827763496144,0.30384667161301854,0,0,0,2431
353,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.2710612824387075,0.2649729649694471,0.6555269922879177,0.3102725310691439,0,1,0,3403
354,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.4070874773810939,0.4166098733254715,0.6122539845758355,0.08076977549486025,0,1,0,3750
355,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.46004456369964936,0.45804057197282744,0.8826046272493573,0.41026607840950396,0,1,0,2660
356,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.4538143182504076,0.4555518160042761,0.7789203084832904,0.05129823182694997,0,1,0,3068
357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.39151186375798935,0.3917472537050436,0.705655526992288,0.519210887141746,0,1,0,2209
358,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.30325046857676025,0.28900599926702464,0.5578406169665809,0.3461600387406965,0,0,0,1011
359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.2687137259534332,0.26369708374506323,0.7005696658097686,0.273566587015146,0,0,0,754
360,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.32722320701635293,0.3103927613955096,0.5212925449871465,0.4475080261396624,1,0,0,1317
361,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.33128657309834847,0.3262730196800741,0.7840616966580976,0.3423379202191513,0,1,0,1162
362,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.2990512831439713,0.26371414800012183,0.5181624678663239,0.5598543966629237,0,1,0,2302
363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.23575572752694396,0.2426043518575886,0.5904030848329048,0.2000124517777077,0,1,0,2423
364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.31467300058340025,0.3146942663052895,0.6546704370179948,0.2307811243419266,0,1,0,2999
365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.43720074573545925,0.4398001959501535,0.6332473007712082,0.4076973838691343,0,0,0,2485
366,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.3873587821415248,0.3892637482765102,0.7120822622107968,0.35000071123564724,0,0,1,2294
367,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.266545600537097,0.22739353742532414,0.3920863753213367,0.6334600707153774,1,0,1,1951
368,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.11322798237488484,0.061963460441906454,0.45372750642673515,0.7076883336532177,0,1,1,2236
369,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.06027089605632939,0.05285639878061457,0.42630642673521846,0.334607097966835,0,1,1,2368
370,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.2575615865992903,0.2616638121230769,0.5389892030848329,0.22181337052923972,0,1,1,3272
371,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.34270910510498837,0.34285685032705615,0.557411825192802,0.2999895066972629,0,1,1,4098
372,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.41643284555495663,0.4091606696748761,0.5467012853470437,0.314111142011494,0,0,1,4521
373,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.346862186721453,0.3428450366120156,0.4781491002570694,0.3487122408602612,0,0,1,3425
374,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.20564370522166842,0.22106007352856244,0.7215084832904884,0.15772588483383784,0,1,1,2376
375,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.31097098873746076,0.31471264319535264,0.6648041131105399,0.34048664598379663,0,1,1,3598
376,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.2679461597140866,0.2674512198579624,0.87146529562982,0.22435732643840195,0,1,1,2177
377,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.40293439576462936,0.3975556636000013,0.8256215938303342,0.3269113221087292,0,1,1,4097
378,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.2679461597140866,0.22353176524205515,0.5218508997429305,0.7333278633470998,0,1,1,3214
379,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.15060945507033574,0.13653688031814074,0.4704370179948586,0.33972593307416865,0,0,1,2493
380,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.13399588255538752,0.10836510785134251,0.4310200514138817,0.47181991595874667,0,0,1,2311
381,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.16306994596881935,0.14648140311231012,0.5372750642673522,0.4307950192064548,1,0,1,2298
382,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.3911505095219333,0.374374529420351,0.7363362467866323,0.6735881920864005,0,1,1,2935
383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.30428842746860396,0.25751851077883364,0.45586940874035986,0.8102670679547523,0,1,1,3376
384,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.16306994596881935,0.14566100623449124,0.5115681233933161,0.40770563007953675,0,1,1,3292
385,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.19733629593964935,0.18624768057394703,0.4627249357326478,0.3718181224079842,0,1,1,3163
386,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.14230204578831668,0.12575752166110285,0.8547557840616966,0.4128265267394711,0,0,1,1301
387,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.1288035959979894,0.10918550472916141,0.8187660668380462,0.36540257071486193,0,0,1,1977
388,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.19837425483149307,0.21525691417362275,0.9370179948586118,0.1820686979419314,0,1,1,2432
389,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.35309243217069486,0.35446185640193095,0.8594683804627249,0.20899051335339774,0,1,1,4339
390,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.29286714151105386,0.28320283991208495,0.6619537275064268,0.28589467156683973,0,1,1,4270
391,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.3520544732788511,0.3635741686032408,0.7913449871465296,0.10514763499716437,0,1,1,4075
392,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.4558914820831848,0.44145674132584545,0.762210796915167,0.6602643776286085,0,1,1,3456
393,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.31986404109170846,0.32462697538441826,0.5586971722365037,0.3884734058683744,0,0,1,4023
394,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.27832948677979297,0.2541936063124092,0.32005141388174807,0.44871403441102375,0,0,1,3243
395,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.26171591426484475,0.2409412433068741,0.4121676092544987,0.39870489142524,0,1,1,3624
396,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.4122797639384921,0.3967405172622005,0.42844935732647815,0.4935878498686688,0,1,1,4509
397,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5109257322345174,0.5086045849815654,0.5222796915167094,0.34360989817373244,0,1,1,4579
398,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.423702295945132,0.41991377563182375,0.691945501285347,0.33973417928457117,0,1,1,3761
399,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.3167489183670876,0.30226886335259584,0.5415598971722365,0.3218172256326029,0,1,1,4151
400,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.2554856688156029,0.25419885685242727,0.801627763496144,0.20513334843764208,0,0,1,2832
401,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.2575615865992903,0.24342999927542552,0.7073696658097686,0.31666334413105873,0,0,1,2947
402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.27846530613058645,0.2853096190943239,0.6397676092544987,0.27090512260774857,0,1,1,3784
403,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.36763008690195564,0.37020822591603547,0.5102827763496144,0.2576678933591825,0,1,1,4375
404,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.24614030064174025,0.24592400578399493,0.743359383033419,0.22951120793994617,0,1,1,2802
405,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.25652362770744663,0.2401050948090011,0.5779773778920309,0.3538558145988023,0,1,1,3830
406,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.2762523229470158,0.28154498190138855,0.5552699228791774,0.19489361667037403,0,1,1,3831
407,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.20564370522166842,0.17300188074343448,0.7519280205655526,0.5512680300813511,0,0,1,2169
408,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.08519187785329667,0.029650324535878514,0.47772030848329045,0.7974503954367121,0,0,1,1529
409,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.2035665413888912,0.1953770570303156,0.422879177377892,0.2987010363218768,0,1,1,3422
410,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.324018368757263,0.3345596844635471,0.5231362467866324,0.24488626723535284,0,1,1,3922
411,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.3603606365117803,0.3577710092483012,0.5462724935732648,0.3282162849049202,0,1,1,4169
412,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.3209032460326421,0.3295926736064805,0.7742077120822622,0.14231577914422067,0,1,1,3005
413,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.35413039106253846,0.3577710092483012,0.6525275064267352,0.3782006892594965,0,1,1,4154
414,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.3582847187280929,0.36275377172542195,0.5496997429305913,0.3474485091160825,0,0,1,4318
415,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.27521436405517213,0.24509310782613997,0.5304195372750642,0.4756420344802919,0,0,1,2689
416,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.27521436405517213,0.2550730717654311,0.522186118251928,0.42610498704004957,1,0,1,3129
417,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.2849659442323254,0.283586129333402,0.6111547557840616,0.37793474897401685,0,1,1,3777
418,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.4195479682795776,0.41163892456339135,0.5839763496143958,0.4372126324521777,0,1,1,4773
